someone was punched by Alison last night.	ARG0
someone was hit by John last night.	ARG0
someone was molested by Pamela last night.	ARG0
someone was mugged by Kevin last night.	ARG0
someone was killed by Carol last night.	ARG0
someone was stabbed by Thomas last night.	ARG0
someone was hit by Evelyn last night.	ARG0
someone was punched by Tom last night.	ARG0
someone was threatened by Matthew last night.	ARG0
someone was shot by Greg last night.	ARG0
someone was killed by Donna last night.	ARG0
someone was punched by Diana last night.	ARG0
someone was raped by Betty last night.	ARG0
someone was killed by Ruth last night.	ARG0
someone was robbed by Henry last night.	ARG0
someone was assaulted by Paul last night.	ARG0
someone was stabbed by Harry last night.	ARG0
someone was punched by James last night.	ARG0
someone was shot by Charlotte last night.	ARG0
someone was punched by Alan last night.	ARG0
someone was beat by Kathryn last night.	ARG0
someone was shot by Victoria last night.	ARG0
someone was kicked by Ann last night.	ARG0
someone was strangled by Amanda last night.	ARG0
someone was punched by Simon last night.	ARG0
someone was kicked by Ashley last night.	ARG0
someone was killed by Steve last night.	ARG0
someone was threatened by Sarah last night.	ARG0
someone was strangled by Lynn last night.	ARG0
someone was murdered by Julie last night.	ARG0
someone was stabbed by Judy last night.	ARG0
someone was assaulted by Patricia last night.	ARG0
someone was beat by Cynthia last night.	ARG0
someone was raped by Alfred last night.	ARG0
someone was beheaded by Jack last night.	ARG0
someone was strangled by Kathryn last night.	ARG0
someone was molested by Howard last night.	ARG0
someone was mugged by Betty last night.	ARG0
someone was mugged by Ken last night.	ARG0
someone was kicked by Susan last night.	ARG0
someone was robbed by Jessica last night.	ARG0
someone was robbed by Joe last night.	ARG0
someone was raped by Betty last night.	ARG0
someone was kicked by Dick last night.	ARG0
someone was threatened by Ed last night.	ARG0
someone was raped by Scott last night.	ARG0
someone was shot by Hugh last night.	ARG0
someone was killed by Rebecca last night.	ARG0
someone was hit by Samuel last night.	ARG0
someone was molested by Carl last night.	ARG0
