Deborah killed someone last night.	ARG0
Alice killed someone last night.	ARG0
Lauren killed someone last night.	ARG0
Angela killed someone last night.	ARG0
Robin killed someone last night.	ARG0
Amy killed someone last night.	ARG0
Robin killed someone last night.	ARG0
Diana killed someone last night.	ARG0
Kate killed someone last night.	ARG0
Joan killed someone last night.	ARG0
Diana killed someone last night.	ARG0
Jane killed someone last night.	ARG0
Kathryn killed someone last night.	ARG0
Margaret killed someone last night.	ARG0
Louise killed someone last night.	ARG0
Lauren killed someone last night.	ARG0
Lisa killed someone last night.	ARG0
Suzanne killed someone last night.	ARG0
Michelle killed someone last night.	ARG0
Marilyn killed someone last night.	ARG0
Kate killed someone last night.	ARG0
Caroline killed someone last night.	ARG0
Julie killed someone last night.	ARG0
Anna killed someone last night.	ARG0
Leslie killed someone last night.	ARG0
Angela killed someone last night.	ARG0
Sue killed someone last night.	ARG0
Frances killed someone last night.	ARG0
Victoria killed someone last night.	ARG0
Victoria killed someone last night.	ARG0
Ashley killed someone last night.	ARG0
Angela killed someone last night.	ARG0
Ann killed someone last night.	ARG0
Caroline killed someone last night.	ARG0
Mary killed someone last night.	ARG0
Kelly killed someone last night.	ARG0
Janet killed someone last night.	ARG0
Kathy killed someone last night.	ARG0
Laura killed someone last night.	ARG0
Fiona killed someone last night.	ARG0
Joan killed someone last night.	ARG0
Donna killed someone last night.	ARG0
Patricia killed someone last night.	ARG0
Andrea killed someone last night.	ARG0
Catherine killed someone last night.	ARG0
Sarah killed someone last night.	ARG0
Florence killed someone last night.	ARG0
Anna killed someone last night.	ARG0
Laura killed someone last night.	ARG0
Christine killed someone last night.	ARG0
Stephanie shot someone last night.	ARG0
Annie shot someone last night.	ARG0
Alexandra shot someone last night.	ARG0
Jessica shot someone last night.	ARG0
Sue shot someone last night.	ARG0
Judy shot someone last night.	ARG0
Carol shot someone last night.	ARG0
Jennifer shot someone last night.	ARG0
Virginia shot someone last night.	ARG0
Amanda shot someone last night.	ARG0
Lynn shot someone last night.	ARG0
Joan shot someone last night.	ARG0
Carolyn shot someone last night.	ARG0
Laura shot someone last night.	ARG0
Grace shot someone last night.	ARG0
Edith shot someone last night.	ARG0
Karen shot someone last night.	ARG0
Katherine shot someone last night.	ARG0
Julie shot someone last night.	ARG0
Catherine shot someone last night.	ARG0
Kathryn shot someone last night.	ARG0
Lynn shot someone last night.	ARG0
Sarah shot someone last night.	ARG0
Helen shot someone last night.	ARG0
Judith shot someone last night.	ARG0
Nancy shot someone last night.	ARG0
Susan shot someone last night.	ARG0
Jill shot someone last night.	ARG0
Lynn shot someone last night.	ARG0
Emily shot someone last night.	ARG0
Leslie shot someone last night.	ARG0
Angela shot someone last night.	ARG0
Catherine shot someone last night.	ARG0
Christine shot someone last night.	ARG0
Fiona shot someone last night.	ARG0
Ellen shot someone last night.	ARG0
Janet shot someone last night.	ARG0
Diane shot someone last night.	ARG0
Emma shot someone last night.	ARG0
Claire shot someone last night.	ARG0
Rebecca shot someone last night.	ARG0
Cynthia shot someone last night.	ARG0
Fiona shot someone last night.	ARG0
Ellen shot someone last night.	ARG0
Jennifer shot someone last night.	ARG0
Robin shot someone last night.	ARG0
Carolyn shot someone last night.	ARG0
Judy shot someone last night.	ARG0
Margaret shot someone last night.	ARG0
Stephanie shot someone last night.	ARG0
Sharon hit someone last night.	ARG0
Michelle hit someone last night.	ARG0
Alison hit someone last night.	ARG0
Andrea hit someone last night.	ARG0
Deborah hit someone last night.	ARG0
Nicole hit someone last night.	ARG0
Kate hit someone last night.	ARG0
Lynn hit someone last night.	ARG0
Catherine hit someone last night.	ARG0
Jessica hit someone last night.	ARG0
Kathleen hit someone last night.	ARG0
Judith hit someone last night.	ARG0
Alison hit someone last night.	ARG0
Carol hit someone last night.	ARG0
Annie hit someone last night.	ARG0
Margaret hit someone last night.	ARG0
Betty hit someone last night.	ARG0
Catherine hit someone last night.	ARG0
Andrea hit someone last night.	ARG0
Charlotte hit someone last night.	ARG0
Marie hit someone last night.	ARG0
Lauren hit someone last night.	ARG0
Elaine hit someone last night.	ARG0
Alice hit someone last night.	ARG0
Diane hit someone last night.	ARG0
Sarah hit someone last night.	ARG0
Rebecca hit someone last night.	ARG0
Kim hit someone last night.	ARG0
Eleanor hit someone last night.	ARG0
Kathy hit someone last night.	ARG0
Jean hit someone last night.	ARG0
Barbara hit someone last night.	ARG0
Sharon hit someone last night.	ARG0
Susan hit someone last night.	ARG0
Barbara hit someone last night.	ARG0
Pamela hit someone last night.	ARG0
Rachel hit someone last night.	ARG0
Kathy hit someone last night.	ARG0
Cynthia hit someone last night.	ARG0
Helen hit someone last night.	ARG0
Claire hit someone last night.	ARG0
Christine hit someone last night.	ARG0
Deborah hit someone last night.	ARG0
Lucy hit someone last night.	ARG0
Janet hit someone last night.	ARG0
Carol hit someone last night.	ARG0
Stephanie hit someone last night.	ARG0
Katie hit someone last night.	ARG0
Elizabeth hit someone last night.	ARG0
Julie hit someone last night.	ARG0
Karen kicked someone last night.	ARG0
Diana kicked someone last night.	ARG0
Melissa kicked someone last night.	ARG0
Betty kicked someone last night.	ARG0
Jane kicked someone last night.	ARG0
Emily kicked someone last night.	ARG0
Leslie kicked someone last night.	ARG0
Ann kicked someone last night.	ARG0
Carol kicked someone last night.	ARG0
Pamela kicked someone last night.	ARG0
Marie kicked someone last night.	ARG0
Michelle kicked someone last night.	ARG0
Anne kicked someone last night.	ARG0
Donna kicked someone last night.	ARG0
Amanda kicked someone last night.	ARG0
Judith kicked someone last night.	ARG0
Edith kicked someone last night.	ARG0
Marilyn kicked someone last night.	ARG0
Linda kicked someone last night.	ARG0
Kate kicked someone last night.	ARG0
Virginia kicked someone last night.	ARG0
Louise kicked someone last night.	ARG0
Donna kicked someone last night.	ARG0
Katie kicked someone last night.	ARG0
Charlotte kicked someone last night.	ARG0
Anne kicked someone last night.	ARG0
Suzanne kicked someone last night.	ARG0
Elaine kicked someone last night.	ARG0
Evelyn kicked someone last night.	ARG0
Helen kicked someone last night.	ARG0
Evelyn kicked someone last night.	ARG0
Maria kicked someone last night.	ARG0
Kim kicked someone last night.	ARG0
Jessica kicked someone last night.	ARG0
Nancy kicked someone last night.	ARG0
Rachel kicked someone last night.	ARG0
Maria kicked someone last night.	ARG0
Sara kicked someone last night.	ARG0
Melissa kicked someone last night.	ARG0
Andrea kicked someone last night.	ARG0
Carolyn kicked someone last night.	ARG0
Sophie kicked someone last night.	ARG0
Evelyn kicked someone last night.	ARG0
Dorothy kicked someone last night.	ARG0
Carol kicked someone last night.	ARG0
Martha kicked someone last night.	ARG0
Sue kicked someone last night.	ARG0
Donna kicked someone last night.	ARG0
Michelle kicked someone last night.	ARG0
Michelle kicked someone last night.	ARG0
Kim punched someone last night.	ARG0
Nancy punched someone last night.	ARG0
Sandra punched someone last night.	ARG0
Kathleen punched someone last night.	ARG0
Janet punched someone last night.	ARG0
Alison punched someone last night.	ARG0
Emma punched someone last night.	ARG0
Jill punched someone last night.	ARG0
Sally punched someone last night.	ARG0
Jessica punched someone last night.	ARG0
Susan punched someone last night.	ARG0
Kathryn punched someone last night.	ARG0
Elaine punched someone last night.	ARG0
Christine punched someone last night.	ARG0
Linda punched someone last night.	ARG0
Kim punched someone last night.	ARG0
Ann punched someone last night.	ARG0
Sara punched someone last night.	ARG0
Emma punched someone last night.	ARG0
Laura punched someone last night.	ARG0
Kathleen punched someone last night.	ARG0
Eleanor punched someone last night.	ARG0
Florence punched someone last night.	ARG0
Alison punched someone last night.	ARG0
Pamela punched someone last night.	ARG0
Alison punched someone last night.	ARG0
Carol punched someone last night.	ARG0
Wendy punched someone last night.	ARG0
Maria punched someone last night.	ARG0
Rachel punched someone last night.	ARG0
Jessica punched someone last night.	ARG0
Julie punched someone last night.	ARG0
Harriet punched someone last night.	ARG0
Julia punched someone last night.	ARG0
Andrea punched someone last night.	ARG0
Dorothy punched someone last night.	ARG0
Sharon punched someone last night.	ARG0
Cynthia punched someone last night.	ARG0
Barbara punched someone last night.	ARG0
Rose punched someone last night.	ARG0
